n,p-one_path-c0.1,p-two_path-c0.1,c-one_path-c0.1,c-two_path-c0.1,p-one_path-c0.2,p-two_path-c0.2,c-one_path-c0.2,c-two_path-c0.2,p-one_path-c0.5,p-two_path-c0.5,c-one_path-c0.5,c-two_path-c0.5,p-one_path-c1,p-two_path-c1,c-one_path-c1,c-two_path-c1,p-one_path-c2,p-two_path-c2,c-one_path-c2,c-two_path-c2
100,0.9687935174069633,0.9144576322115386,0.6696805144464667,1.857528914973362,0.9714428657194318,0.9102676423416203,0.6128263997428216,1.9485133889601656,0.9602687149719775,0.8880587881219904,0.8526198785095483,2.430772530809117,0.9485215215215212,0.8631962851405618,1.1047106589988274,2.9706549233659953,0.9278524934908867,0.7987228479485114,1.5482609785004664,4.370677823458163
300,0.9899979987992793,0.9745850040096232,0.41374142598250885,1.3367443150209903,0.9896727381905529,0.9755858747993579,0.4271961122367658,1.2841018381638247,0.9833570284341212,0.9704099678456592,0.6884509059803826,1.556337340308072,0.9782461939102561,0.9641525764895336,0.8998649941642758,1.885455327394502,0.9694417718981762,0.9475474172719944,1.2640675217511832,2.75883151019888
1000,0.9787780224179342,0.9949488362760834,1.7638202451754754,0.7312308441622813,0.9926812174609531,0.9943026527331189,0.6082852911557537,0.824775493164344,0.9933880985774393,0.993019742143433,0.5495343467930446,1.0104958231229524,0.991407659915781,0.9921230800323362,0.7141343607292164,1.1403009587833126,0.9877509032517062,0.9889255275974026,1.0180580365899412,1.6031940848126331
3000,0.999018626076507,0.9986856395816568,0.15209428779063025,0.49249315894034845,0.998678621518733,0.9986502820306201,0.20478852575871712,0.5057416954600319,0.997531087043722,0.9985881877022654,0.3826345378789393,0.5290085494347039,0.9959899598393581,0.9980010162601622,0.6214799350627221,0.749022720833349,0.9949487127916324,0.9978856382978729,0.7828534180408138,0.7922550460973737
10000,0.9994938865504106,0.9996065375302664,0.15359805579073021,0.42719644860331535,0.9991775325977935,0.9995900809716596,0.24960686982860864,0.4450639300884698,0.999371985530547,0.9997807911908645,0.19059323871889305,0.23800294048033466,0.9994513791020738,0.9997843056696795,0.1664984468521642,0.23418714359006637,0.9993185947910357,0.9998077722360766,0.206796550037361,0.20870864285128868
