n,p-one_path-c0.1,p-two_path-c0.1,c-one_path-c0.1,c-two_path-c0.1,p-one_path-c0.2,p-two_path-c0.2,c-one_path-c0.2,c-two_path-c0.2,p-one_path-c0.5,p-two_path-c0.5,c-one_path-c0.5,c-two_path-c0.5,p-one_path-c1,p-two_path-c1,c-one_path-c1,c-two_path-c1,p-one_path-c2,p-two_path-c2,c-one_path-c2,c-two_path-c2
100,0.9417301920768304,0.8793254206730767,1.2504502816152778,2.6204151953839503,0.9653987392435467,0.8885339815557339,0.7425313005012765,2.420453836503542,0.9534612690152116,0.8612304373996786,0.9987053559997537,3.013342764672372,0.939830830830831,0.8278870481927714,1.2912099286709318,3.7373852616979852,0.9152763869417186,0.748982300884956,1.8181399524755628,5.450780079285719
300,0.9616670002001196,0.9452736567762627,1.5856776740085703,2.8784237547752514,0.9828312650120097,0.9638804173354732,0.7101995644366715,1.8997699942985928,0.9786203444132963,0.9563193327974275,0.8843879351684479,2.2974579095535375,0.9713511618589741,0.943862721417069,1.1850839554344448,2.9526342650180446,0.9601803968731208,0.9183474576271181,1.6471723057367191,4.294652333027666
1000,0.9479233386709367,0.9148374799357946,4.328242700198319,12.328537509619798,0.9946185422507008,0.9903486736334408,0.4472685964380534,1.397172594681339,0.9903225806451612,0.9888094278807414,0.804318453033447,1.62000124024479,0.985662723080008,0.9862065481002426,1.1916127606099998,1.9968066821541952,0.9818044961862709,0.9817065746753245,1.5122812128943441,2.648244557871922
3000,0.9643721209693563,0.9898199919549475,5.521643439811016,3.814466907384381,0.9926808254858741,0.996621676067687,1.1343328045431804,1.2658639153527353,0.9954582831929402,0.9958565938511326,0.7038797002653994,1.5525415666433604,0.9932690763052217,0.9945355691056909,1.0431651188434472,2.047531860661081,0.9895062349155264,0.9931229541734862,1.6263339472934917,2.576841158642486
10000,0.9956855081178592,0.9893613801452787,1.3093854062944972,11.550734744929537,0.9988565697091274,0.9934615384615386,0.34701442878616784,7.099044415726061,0.9978898713826371,0.9990161092985315,0.640393282095695,1.0682457561092633,0.997845782162271,0.9993375102711585,0.6537737179150652,0.7192890838836461,0.9965778316172016,0.9981972152950955,1.0385782290764791,1.9573486234989834
