n,p-one_path-c0.5-basic,p-two_path-c0.5-basic,c-one_path-c0.5-basic,c-two_path-c0.5-basic,p-one_path-c0.5-e,p-two_path-c0.5-e,c-one_path-c0.5-e,c-two_path-c0.5-e,p-one_path-c0.5-v,p-two_path-c0.5-v,c-one_path-c0.5-v,c-two_path-c0.5-v,p-one_path-c0.5-ev,p-two_path-c0.5-ev,c-one_path-c0.5-ev,c-two_path-c0.5-ev
100,0.9602687149719775,0.8880587881219904,0.8526198785095483,2.430772530809117,0.9529618694955962,0.8629238563402891,1.0094223000261504,2.9765706395994926,0.621517213771017,0.41595204654895646,1.7636942131997713,2.7539568909140346,0.6097508006405122,0.39146619181380415,1.818524592555079,2.8694148562734583
300,0.9833570284341212,0.9704099678456592,0.6884509059803826,1.556337340308072,0.9782358830596715,0.9561073151125402,0.9002915114120128,2.308609335076656,0.7772987585102124,0.3779139871382637,1.615108817899961,5.736483945441663,0.7857889467360837,0.40446442926045023,1.5535349453094751,5.491652552628863
1000,0.9947956321378484,0.9938910153102337,0.43255014114994983,0.884366113598982,0.9924443999198558,0.9905701047542309,0.6279678853807634,1.3651171567210754,0.9450841514726503,0.8469540692989522,0.6607379122307282,3.2073614122496097,0.9667501502704869,0.9237207896857378,0.40005639321629527,1.5985723671198668
3000,0.997531087043722,0.9985881877022654,0.3826345378789393,0.5290085494347039,0.9974277978339351,0.9986043689320382,0.3986424003490107,0.5229454141978929,0.9881909346169274,0.9803853155339807,0.22859061302270822,0.9179764335186374,0.989286000802246,0.9837722491909382,0.20739318185586572,0.7594663496901474
10000,0.9990745578778154,0.9995636215334412,0.28085819657573335,0.47379190011967076,0.9995307475884269,0.9997175774877647,0.14241126797009743,0.30663634657262634,0.9919654340836019,0.9855403752039152,0.26474305621692773,1.7045339818379734,0.9952401527331199,0.9934216965742251,0.15683940186336073,0.7754656078704509
